a0to1,b1to2,c2to5,d5to15,d15to100
0.000627969,0.000627969,0.002128283,0.00140715,0.00140715
0.000627969,0.000627969,0.002128283,0.00140715,0.00140715
0.000627969,0.000627969,0.002128283,0.00140715,0.00140715
0.000627969,0.000627969,0.002128283,0.00140715,0.00140715
0.000627969,0.000627969,0.002128283,0.00140715,0.00140715
0.000627969,0.000627969,0.002128283,0.00140715,0.00140715
0.000627969,0.000627969,0.002128283,0.00140715,0.00140715
0.000627969,0.000627969,0.002128283,0.00140715,0.00140715
0.000627969,0.000627969,0.002128283,0.00140715,0.00140715
0.000627969,0.000627969,0.002128283,0.00140715,0.00140715
0.000627969,0.000627969,0.002128283,0.00140715,0.00140715
0.000627969,0.000627969,0.002128283,0.00140715,0.00140715
0.000627969,0.000627969,0.002128283,0.00140715,0.00140715
0.000627969,0.000627969,0.002128283,0.00140715,0.00140715
0.000627969,0.000627969,0.002128283,0.00140715,0.00140715
0.000627969,0.000627969,0.002128283,0.00140715,0.00140715
70.41034356,140.9067366,182.339142,88.15215164,29.94227906
92.6258797,185.3651572,239.869761,115.9653026,39.38916457
44.60500125,89.26428448,115.5121564,55.84467649,18.96887231
59.07310476,118.2183024,152.9795821,73.95828603,25.12125668
78.17026665,156.4361356,202.4346813,97.86733074,33.24209161
65.82529458,131.7309943,170.4654378,82.41181484,27.99254296
48.57711991,97.21341166,125.7985813,60.81764385,20.65796727
30.87809939,61.79358233,79.96418868,38.65902806,13.13167488
125.6074364,251.3688723,325.2806805,157.2571719,53.41416886
37.40503292,74.85548434,96.86670787,46.8305431,15.90717368
129.1520329,258.4624289,334.4599698,161.694895,54.92146526
51.85256953,103.7683431,134.2808724,64.91840352,22.05081223
126.3808154,252.9165825,327.283467,158.2254181,53.74303887
274.4718659,549.2809899,710.7884943,343.6307452,116.71695
172.9379088,346.088083,447.8503703,216.5134314,73.54087439
588.5820046,1177.887951,1524.226018,736.8867376,250.2884515
524.66746,1049.98018,1358.709269,656.8677424,223.1095717
600.1956105,1201.12946,1554.301274,751.4266061,255.2269956
1028.760748,2058.787316,2664.137987,1287.976649,437.4690877
1094.302141,2189.950786,2833.867714,1370.032407,465.3397649
1640.389005,3282.796773,4248.045394,2053.715948,697.5565369
1385.935123,2773.575764,3589.097112,1735.147708,589.35313
2394.660174,4792.26765,6201.349014,2998.039674,1018.301142
2814.664981,5632.794309,7289.017408,3523.872454,1196.903058
2595.582175,5194.358998,6721.668085,3249.587687,1103.74077
3441.261477,6886.758669,8911.687418,4308.351515,1463.355568
3732.776582,7470.147748,9666.611556,4673.319238,1587.318808
1619.704896,3241.403091,4194.480644,2027.820095,688.7608718
2571.243965,5145.652616,6658.640468,3219.117015,1093.391243
2736.427897,5476.223828,7086.410195,3425.922091,1163.633694
2134.043555,4270.713582,5526.441359,2671.755883,907.4771069
1551.453615,3104.81651,4017.733237,1942.371643,659.7378481
972.6142325,1946.425167,2518.73777,1217.682982,413.5934677
509.9000252,1020.427131,1320.466678,638.3793796,216.8299004
565.532722,1131.761011,1464.536281,708.0297623,240.4870254
189.0472483,378.3265933,489.5680343,236.6818167,80.39117433
0.000627969,0.000627969,0.002128283,0.00140715,0.00140715
403.1482396,806.7921436,1044.016168,504.7295089,171.4350069
170.8258872,341.8614399,442.3809589,213.8692471,72.64276302
127.2654462,254.686933,329.5743572,159.3329479,54.11921729
179.5224459,359.2652631,464.902063,224.7570644,76.34086841
327.9851254,656.3733862,849.3694822,410.6276593,139.4728103
110.1326775,220.4003045,285.2063627,137.8832616,46.8337166
342.7899813,686.0013235,887.7089811,429.1628722,145.7683945
438.6798933,877.8991921,1136.030964,549.2140194,186.5444088
0.000627969,0.000627969,0.002128283,0.00140715,0.00140715
0.000627969,0.000627969,0.002128283,0.00140715,0.00140715
0.000627969,0.000627969,0.002128283,0.00140715,0.00140715
0.000627969,0.000627969,0.002128283,0.00140715,0.00140715
0.000627969,0.000627969,0.002128283,0.00140715,0.00140715
115.7821926,231.7062895,299.8366692,144.9562765,49.23610393
126.4113199,252.9776289,327.3624631,158.2636087,53.75601052
83.28948417,166.6808726,215.6916988,104.2764297,35.41897636
51.83389239,103.7309659,134.232505,64.89502034,22.04287001
47.40079004,94.8593038,122.7522904,59.34491593,20.15774735
36.53491461,73.11417656,94.61339988,45.7411824,15.53716649
175.5882886,351.3921053,454.7139449,219.8316234,74.66791604
92.11542318,184.3436158,238.5478537,115.3262271,39.17209917
267.5751025,535.478973,692.9282427,334.9962149,113.7841856
155.2466237,310.6837342,402.0360099,194.3645002,66.01787142
106.8200559,213.7709832,276.6278089,133.7359638,45.4250647
442.9859799,886.5166663,1147.182251,554.6051041,188.3755196
275.3916522,551.121695,713.1704255,344.7822887,117.1080779
441.3982439,883.3392398,1143.07056,552.6173087,187.7003542
585.3782364,1171.47647,1515.929357,732.8757207,248.9260881
790.8664742,1582.705911,2048.073413,990.1405171,336.3074524
1326.133959,2653.899818,3434.232608,1660.278535,563.9234151
1499.910868,3001.667564,3884.2552,1877.841748,637.8199241
1856.816093,3715.91738,4808.517319,2324.675839,789.5895135
1960.175526,3922.763485,5076.182799,2454.078591,833.5418503
1722.341903,3446.803457,4460.275291,2156.318393,732.4060062
2258.496912,4519.773505,5848.732869,2827.567563,960.3993777
3067.730278,6139.236439,7944.36973,3840.702229,1304.515986
1626.257098,3254.515561,4211.4486,2036.023245,691.5471156
3522.455865,7049.247399,9121.953034,4410.00433,1497.88249
3952.33181,7909.528486,10235.18429,4948.195463,1680.681988
3803.759252,7612.200471,9850.432325,4762.187304,1617.503321
3859.892267,7724.535604,9995.797581,4832.464069,1641.373201
2959.809715,5923.262456,7664.892486,3705.589085,1258.624084
2451.545774,4906.108881,6348.663209,3069.258654,1042.491049
1755.486406,3513.133265,4546.108185,2197.814266,746.5003014
914.5860928,1830.297453,2368.464791,1145.03358,388.9177097
872.5358589,1746.145219,2259.569108,1092.388012,371.0363612
911.0686781,1823.258293,2359.355893,1140.629887,387.4219721
0.000627969,0.000627969,0.002128283,0.00140715,0.00140715
484.2902384,969.1760306,1254.146114,606.3167337,205.9396512
116.4246124,232.9919199,301.5003161,145.7605658,49.5092851
136.3012033,272.7695707,352.9738691,170.6454311,57.9615627
426.1320022,852.7879629,1103.53623,533.5044553,181.2085713
0.000627969,0.000627969,0.002128283,0.00140715,0.00140715
0.000627969,0.000627969,0.002128283,0.00140715,0.00140715
0.000627969,0.000627969,0.002128283,0.00140715,0.00140715
0.000627969,0.000627969,0.002128283,0.00140715,0.00140715
255.0996816,510.5127735,660.6211815,319.3773812,108.4791652
0.000627969,0.000627969,0.002128283,0.00140715,0.00140715
0.000627969,0.000627969,0.002128283,0.00140715,0.00140715
447.5628071,895.675955,1159.034664,560.3351475,190.3217595
0.000627969,0.000627969,0.002128283,0.00140715,0.00140715
0.000627969,0.000627969,0.002128283,0.00140715,0.00140715
0.000627969,0.000627969,0.002128283,0.00140715,0.00140715
0.000627969,0.000627969,0.002128283,0.00140715,0.00140715
0.000627969,0.000627969,0.002128283,0.00140715,0.00140715
0.000627969,0.000627969,0.002128283,0.00140715,0.00140715
134.8386993,269.8427623,349.1864854,168.8144222,57.33965073
0.000627969,0.000627969,0.002128283,0.00140715,0.00140715
103.1169663,206.3602455,267.0380771,129.0998124,43.85037108
138.0624786,276.2942895,357.5349681,172.8504922,58.71052352
64.2309255,128.5402934,166.3365687,80.41571501,27.31455698
296.0008221,592.3654055,766.5411069,370.5843198,125.8718758
231.1704248,462.6248018,598.6526138,289.4187059,98.30354086
40.77092322,81.59140849,105.5832093,51.04453165,17.33847743
0.000627969,0.000627969,0.002128283,0.00140715,0.00140715
76.81931732,153.7325739,198.9361859,96.17598476,32.6676169
121.6526163,243.4543635,315.0390529,152.3058618,51.73242991
